UF,indice_pim_sem_ajuste,indice_pim _com_ajuste_sazonal,Segmentação,mês,ano
Brasil,91.78329,101.1390127,Indústrias de transformação,2,2020
Brasil,86.73356,98.70625018,Indústrias de transformação,2,2023
Brasil,87.23675,98.53640276,Indústrias de transformação,12,2019
Brasil,115.11631,119.4639493,Indústrias de transformação,3,2013
Brasil,92.18551,101.2497365,Indústrias de transformação,1,2020
Brasil,93.07468,102.4282592,Indústrias de transformação,1,2018
Brasil,123.3485,114.2356987,Indústrias de transformação,8,2014
Brasil,89.12758,98.83501213,Indústrias de transformação,1,2023
Brasil,86.77544,95.07904421,Indústrias de transformação,2,2016
Brasil,104.26926,104.4288959,Indústrias de transformação,6,2024
Brasil,111.39185,99.80634719,Indústrias de transformação,8,2022
Brasil,108.53601,99.9267983,Indústrias de transformação,8,2020
Brasil,98.1199,102.884985,Indústrias de transformação,4,2025
Brasil,111.40305,103.6232502,Indústrias de transformação,9,2020
Brasil,81.4573,79.9552559,Indústrias de transformação,5,2020
Brasil,109.62645,101.222831,Indústrias de transformação,10,2017
Brasil,107.39005,100.9471035,Indústrias de transformação,7,2022
Brasil,119.27438,121.2683588,Indústrias de transformação,6,2013
Brasil,111.99136,116.8908905,Indústrias de transformação,4,2014
Brasil,114.1724,105.2446465,Indústrias de transformação,10,2020
Brasil,105.52982,102.1570291,Indústrias de transformação,5,2025
Brasil,109.78693,111.383408,Indústrias de transformação,6,2014
Brasil,104.70595,98.84308836,Indústrias de transformação,10,2022
Brasil,98.94276,95.93692463,Indústrias de transformação,11,2016
Brasil,90.21584,88.27395187,Indústrias de transformação,6,2020
Brasil,118.46288,115.3363666,Indústrias de transformação,5,2014
Brasil,98.84264,98.42049947,Indústrias de transformação,5,2016
Brasil,113.36588,102.3989234,Indústrias de transformação,8,2024
Brasil,105.13738,96.07916938,Indústrias de transformação,7,2020
Brasil,91.43774,105.33498,Indústrias de transformação,12,2017
Brasil,103.44821,96.04060364,Indústrias de transformação,10,2016
Brasil,105.63701,98.7323656,Indústrias de transformação,9,2022
Brasil,123.80956,120.858035,Indústrias de transformação,5,2013
Brasil,98.67334,96.79723813,Metalurgia,9,2017
Brasil,102.12843,97.19154491,Metalurgia,8,2017
Brasil,105.51022,100.0431793,Metalurgia,8,2024
Brasil,99.21217,102.668042,Metalurgia,1,2025
Brasil,94.06043,92.10014201,Metalurgia,11,2016
Brasil,104.54373,100.8211382,Metalurgia,3,2025
Brasil,99.77944,93.19591956,Metalurgia,10,2016
Brasil,101.555,100.9546203,Metalurgia,4,2025
Brasil,96.17353,95.39637394,Metalurgia,9,2016
Brasil,77.77828,92.89199726,Metalurgia,12,2016
Brasil,104.0457,101.2237017,Metalurgia,5,2025
Brasil,100.51102,95.62273996,Metalurgia,8,2016
Brasil,105.56206,100.5938213,Metalurgia,8,2025
Brasil,99.87665,99.49338586,Metalurgia,7,2016
Brasil,101.35091,102.5753483,Metalurgia,6,2025
Brasil,95.43801,94.56569214,Metalurgia,6,2016
Brasil,92.64986,91.90389795,Metalurgia,5,2016
Brasil,103.19422,102.470238,Metalurgia,9,2024
Brasil,95.94388,95.4871983,Metalurgia,7,2017
Brasil,95.33737,97.02061023,Metalurgia,6,2017
Brasil,109.98602,103.396481,Metalurgia,10,2024
Brasil,98.06784,94.9800139,Metalurgia,5,2017
Brasil,95.13494,94.34002043,Metalurgia,4,2017
Brasil,96.32366,102.5274086,Metalurgia,2,2025
Brasil,104.42655,102.9194881,Metalurgia,11,2024
Brasil,99.29703,95.08375859,Metalurgia,3,2017
Brasil,84.5373,101.8158677,Metalurgia,12,2024
Brasil,88.45974,93.37191446,Metalurgia,2,2017
Brasil,92.35208,94.65085388,Metalurgia,1,2017
Brasil,75.19533,72.5541651,Metalurgia,5,2020
Brasil,73.81194,74.98600859,Metalurgia,6,2020
Brasil,96.73436,95.55475134,Metalurgia,9,2022
Brasil,104.43326,99.38896031,Metalurgia,10,2022
Brasil,89.0235,86.87455296,Metalurgia,7,2020
Brasil,108.07956,101.8082491,Metalurgia,8,2022
Brasil,93.96635,89.2926727,Metalurgia,8,2020
Brasil,104.77321,101.1718507,Metalurgia,7,2022
Brasil,97.6571,94.56512501,Metalurgia,9,2020
Brasil,96.61398,97.57331586,Metalurgia,6,2022
Brasil,68.72334,67.25946537,Metalurgia,4,2020
Brasil,92.62168,97.86333314,Metalurgia,2,2023
Brasil,78.39112,93.80533828,Metalurgia,12,2019
Brasil,96.15121,98.31327331,Metalurgia,1,2020
Brasil,91.14094,94.70725622,Metalurgia,1,2023
Brasil,80.51653,97.08565498,Metalurgia,12,2022
Brasil,96.55484,98.14938142,Metalurgia,2,2020
Brasil,98.55611,95.4053218,Metalurgia,3,2020
Brasil,102.90952,101.2009035,Metalurgia,11,2022
Brasil,104.10097,98.95066731,Metalurgia,10,2020
Brasil,94.70256,93.90366805,Metalurgia,11,2019
Brasil,99.72022,99.80809506,Metalurgia,11,2020
Brasil,112.09996,109.1339678,Metalurgia,5,2021
Brasil,109.07035,109.7373741,Metalurgia,6,2021
Brasil,94.69366,97.98611847,Metalurgia,1,2022
Brasil,109.98117,106.8729635,Metalurgia,7,2021
Brasil,86.67847,102.7241796,Metalurgia,12,2021
Brasil,111.98048,106.9902387,Metalurgia,8,2021
Brasil,97.73109,96.82757612,Metalurgia,11,2021
Brasil,107.20758,104.9356723,Metalurgia,9,2021
Brasil,96.16944,101.2424479,Metalurgia,2,2022
Brasil,105.22689,102.0712254,Metalurgia,5,2022
Brasil,101.27862,116.117885,Metalurgia,12,2020
Brasil,103.33903,106.4255993,Metalurgia,1,2021
Brasil,103.11809,102.4396505,Metalurgia,4,2022
Brasil,101.76699,106.73725,Metalurgia,2,2021
Brasil,109.19566,104.9458556,Metalurgia,3,2021
Brasil,106.73151,102.6417345,Metalurgia,3,2022
Brasil,106.72814,106.2039535,Metalurgia,4,2021
Brasil,102.55412,99.0606063,Metalurgia,3,2023
Brasil,100.64551,94.35262418,Metalurgia,10,2019
Brasil,99.08968,96.01784661,Metalurgia,5,2018
Brasil,93.37067,95.99452562,Metalurgia,2,2024
Brasil,98.83051,99.85062545,Metalurgia,6,2018
Brasil,94.19647,96.90639647,Metalurgia,1,2024
Brasil,102.66253,98.23382548,Metalurgia,8,2018
Brasil,79.15985,96.4300644,Metalurgia,12,2023
Brasil,106.81968,104.9433095,Metalurgia,9,2018
Brasil,100.77224,100.1907516,Metalurgia,7,2018
Brasil,99.41245,97.12888109,Metalurgia,3,2024
Brasil,102.24643,101.2262613,Metalurgia,4,2018
Brasil,107.1594,101.5150248,Metalurgia,7,2024
Brasil,103.58332,102.2614714,Metalurgia,11,2017
Brasil,98.11554,98.50141288,Metalurgia,6,2024
Brasil,92.03683,107.4670334,Metalurgia,12,2017
Brasil,98.48045,95.74049173,Metalurgia,5,2024
Brasil,101.63337,102.6091294,Metalurgia,1,2018
Brasil,97.81901,97.05278386,Metalurgia,4,2024
Brasil,96.02541,101.042239,Metalurgia,2,2018
Brasil,105.59789,102.519567,Metalurgia,3,2018
Brasil,97.19817,95.72282214,Metalurgia,11,2023
Brasil,109.5104,102.716126,Metalurgia,10,2018
Brasil,96.92158,98.50023547,Metalurgia,6,2023
Brasil,103.93308,101.3217484,Metalurgia,5,2019
Brasil,98.74707,100.271018,Metalurgia,6,2019
Brasil,104.22545,100.1272676,Metalurgia,5,2023
Brasil,100.30145,98.19881646,Metalurgia,7,2019
Brasil,98.25256,98.24194117,Metalurgia,4,2023
Brasil,101.9733,97.43924347,Metalurgia,8,2019
Brasil,99.18331,97.5272623,Metalurgia,9,2019
Brasil,106.41998,100.161285,Metalurgia,10,2017
Brasil,104.0423,102.5502759,Metalurgia,4,2019
Brasil,101.21783,95.81869166,Metalurgia,10,2023
Brasil,103.90219,103.4616769,Metalurgia,11,2018
Brasil,87.87488,103.1438043,Metalurgia,12,2018
Brasil,96.99729,95.39971285,Metalurgia,9,2023
Brasil,99.16853,100.3039063,Metalurgia,1,2019
Brasil,94.10755,100.0442245,Metalurgia,2,2019
Brasil,103.26176,96.98212083,Metalurgia,8,2023
Brasil,104.06466,99.99542429,Metalurgia,3,2019
Brasil,102.26627,97.92923043,Metalurgia,7,2023
Brasil,107.01664,102.2330676,Metalurgia,10,2021
Brasil,105.52811,99.8031844,Metalurgia,7,2025
Brasil,97.40962,97.91569302,Metalurgia,6,2015
Brasil,115.86013,116.0391416,Metalurgia,4,2012
Brasil,103.15414,106.3213064,Metalurgia,1,2015
Brasil,100.2787,96.61795017,Metalurgia,8,2015
Brasil,107.65035,104.1937099,Metalurgia,8,2014
Brasil,120.84141,118.3718034,Metalurgia,7,2012
Brasil,89.4321,91.53824465,Metalurgia,2,2016
Brasil,113.24443,111.1354438,Metalurgia,4,2014
Brasil,114.76729,115.7537662,Metalurgia,11,2012
Brasil,120.91254,117.1949848,Metalurgia,3,2012
Brasil,121.18421,117.3395943,Metalurgia,8,2013
Brasil,116.81215,117.0471363,Metalurgia,11,2013
Brasil,103.01563,100.5186191,Metalurgia,5,2015
Brasil,118.01095,114.8519677,Metalurgia,3,2013
Brasil,123.70402,116.3407242,Metalurgia,10,2013
Brasil,100.18905,98.93376944,Metalurgia,7,2015
Brasil,111.48364,115.4961098,Metalurgia,1,2013
Brasil,116.83696,116.4533967,Metalurgia,6,2012
Brasil,87.61221,90.47136291,Metalurgia,1,2016
Brasil,105.83119,113.0059275,Metalurgia,2,2013
Brasil,88.71194,102.1054233,Metalurgia,12,2014
Brasil,107.60372,114.4001587,Metalurgia,2,2014
Brasil,120.52935,115.7126435,Metalurgia,3,2014
Brasil,103.76058,115.5662059,Metalurgia,12,2012
Brasil,115.86287,115.1814799,Metalurgia,9,2012
Brasil,109.47092,108.5274407,Metalurgia,9,2014
Brasil,76.90892,91.03580914,Metalurgia,12,2015
Brasil,117.15151,117.1211469,Metalurgia,9,2013
Brasil,120.96257,116.0763312,Metalurgia,5,2012
Brasil,101.5406,106.9128893,Metalurgia,2,2015
Brasil,94.93539,94.98603993,Metalurgia,11,2015
Brasil,125.11212,118.2131948,Metalurgia,10,2012
Brasil,103.65142,103.6508866,Metalurgia,11,2014
Brasil,111.29139,107.8864447,Metalurgia,5,2014
Brasil,121.27085,117.0209801,Metalurgia,8,2012
Brasil,118.79975,115.7949291,Metalurgia,7,2013
Brasil,124.22271,120.7580124,Metalurgia,5,2013
Brasil,102.56492,101.1780026,Metalurgia,4,2015
Brasil,113.40957,106.3553585,Metalurgia,10,2014
Brasil,110.93009,116.4441931,Metalurgia,1,2012
Brasil,87.73278,86.01350079,Metalurgia,4,2016
Brasil,109.39702,105.2334003,Metalurgia,3,2015
Brasil,119.52433,119.3093887,Metalurgia,6,2013
Brasil,104.51044,105.6781126,Metalurgia,6,2014
Brasil,100.73855,114.0612102,Metalurgia,12,2013
Brasil,102.00519,94.95548902,Metalurgia,10,2015
Brasil,94.88161,93.07639644,Metalurgia,9,2015
Brasil,107.94355,105.5824296,Metalurgia,7,2014
Brasil,106.7377,110.6163921,Metalurgia,1,2014
Brasil,120.89183,118.9546695,Metalurgia,4,2013
Brasil,93.91509,89.48837092,Metalurgia,3,2016
Brasil,110.86579,115.7185208,Metalurgia,2,2012
Brasil,132.3744,112.9819184,Fabricação de produtos alimentícios,10,2012
Brasil,113.82999,103.6791497,Fabricação de produtos alimentícios,9,2023
Brasil,110.92216,101.8060513,Fabricação de produtos alimentícios,5,2019
Brasil,118.36645,102.4211851,Fabricação de produtos alimentícios,9,2015
Brasil,120.09824,107.4243956,Fabricação de produtos alimentícios,10,2017
Brasil,108.10163,101.6705618,Fabricação de produtos alimentícios,5,2021
Brasil,131.81778,111.154896,Fabricação de produtos alimentícios,7,2017
Brasil,118.0707,99.0607542,Fabricação de produtos alimentícios,7,2021
Brasil,111.87744,105.1888196,Fabricação de produtos alimentícios,10,2023
Brasil,128.57077,105.7855552,Fabricação de produtos alimentícios,8,2015
Brasil,112.84195,98.52929086,Fabricação de produtos alimentícios,9,2021
Brasil,92.91486,109.2566193,Fabricação de produtos alimentícios,12,2017
Brasil,118.59783,111.0499477,Fabricação de produtos alimentícios,11,2012
Brasil,107.34315,100.8193676,Fabricação de produtos alimentícios,6,2023
Brasil,89.07204,106.7765045,Fabricação de produtos alimentícios,1,2013
Brasil,96.82256,111.6966319,Fabricação de produtos alimentícios,12,2023
Brasil,106.91371,107.6608647,Fabricação de produtos alimentícios,11,2023
Brasil,129.09911,110.2084361,Fabricação de produtos alimentícios,9,2017
Brasil,122.04351,104.0798942,Fabricação de produtos alimentícios,8,2023
Brasil,94.10733,108.7996235,Fabricação de produtos alimentícios,12,2012
Brasil,108.91386,100.3800261,Fabricação de produtos alimentícios,6,2019
Brasil,130.5877,106.8332981,Fabricação de produtos alimentícios,8,2017
Brasil,125.27278,105.8873501,Fabricação de produtos alimentícios,10,2015
Brasil,105.4307,106.6314594,Fabricação de produtos alimentícios,11,2017
Brasil,109.0823,100.9359675,Fabricação de produtos alimentícios,6,2021
Brasil,114.66285,109.8041948,Fabricação de produtos alimentícios,11,2013
Brasil,94.82215,109.7286249,Fabricação de produtos alimentícios,12,2013
Brasil,119.77968,100.9708903,Fabricação de produtos alimentícios,8,2021
Brasil,115.51824,102.5839112,Fabricação de produtos alimentícios,7,2023
Brasil,88.96163,102.6947233,Fabricação de produtos alimentícios,12,2014
Brasil,90.94731,103.3455716,Fabricação de produtos alimentícios,4,2019
Brasil,88.44839,105.4295749,Fabricação de produtos alimentícios,3,2015
Brasil,106.8993,94.81189608,Fabricação de produtos alimentícios,9,2022
Brasil,104.93185,102.3524644,Fabricação de produtos alimentícios,5,2015
Brasil,99.17909,100.5788928,Fabricação de produtos alimentícios,11,2018
Brasil,111.72254,107.3938539,Fabricação de produtos alimentícios,5,2013
Brasil,135.18666,107.951745,Fabricação de produtos alimentícios,8,2013
Brasil,107.10411,101.375602,Fabricação de produtos alimentícios,10,2022
Brasil,115.54681,104.0010663,Fabricação de produtos alimentícios,6,2018
Brasil,94.75771,102.5869214,Fabricação de produtos alimentícios,3,2022
Brasil,101.95098,103.991688,Fabricação de produtos alimentícios,11,2022
Brasil,85.74795,101.1896587,Fabricação de produtos alimentícios,12,2018
Brasil,94.62934,86.95063236,Fabricação de produtos alimentícios,5,2018
Brasil,87.98751,109.863884,Fabricação de produtos alimentícios,2,2022
Brasil,123.1878,102.8605143,Fabricação de produtos alimentícios,7,2018
Brasil,113.79165,96.49669964,Fabricação de produtos alimentícios,8,2022
Brasil,112.85558,97.98906539,Fabricação de produtos alimentícios,9,2018
Brasil,102.36877,95.4636468,Fabricação de produtos alimentícios,6,2022
Brasil,91.29085,106.0655606,Fabricação de produtos alimentícios,4,2015
Brasil,101.56427,96.14386971,Fabricação de produtos alimentícios,5,2022
Brasil,105.6549,100.8250989,Fabricação de produtos alimentícios,6,2013
Brasil,125.06235,107.1227514,Fabricação de produtos alimentícios,7,2013
Brasil,121.88757,100.3573103,Fabricação de produtos alimentícios,8,2018
Brasil,108.10392,96.83060268,Fabricação de produtos alimentícios,10,2018
Brasil,87.95111,98.73647909,Fabricação de produtos alimentícios,4,2022
Brasil,111.47217,97.57464261,Fabricação de produtos alimentícios,7,2022
Brasil,95.3443,107.2242537,Fabricação de produtos alimentícios,4,2013
Brasil,115.13922,104.2121797,Fabricação de produtos alimentícios,6,2015
Brasil,91.87479,94.1084049,Fabricação de produtos alimentícios,11,2021
Brasil,76.07335,102.5448912,Fabricação de produtos alimentícios,2,2018
Brasil,125.99234,105.9001541,Fabricação de produtos alimentícios,10,2013
Brasil,80.14105,105.6845672,Fabricação de produtos alimentícios,2,2013
Brasil,89.7396,101.3783135,Fabricação de produtos alimentícios,4,2023
Brasil,95.82717,102.0393963,Fabricação de produtos alimentícios,3,2023
Brasil,100.16102,94.63567609,Fabricação de produtos alimentícios,10,2021
Brasil,86.0739,105.765484,Fabricação de produtos alimentícios,1,2015
Brasil,82.07474,102.2323665,Fabricação de produtos alimentícios,3,2019
Brasil,86.72378,106.2533158,Fabricação de produtos alimentícios,1,2018
Brasil,107.71393,101.6983503,Fabricação de produtos alimentícios,5,2023
Brasil,79.60707,102.262139,Fabricação de produtos alimentícios,2,2019
Brasil,117.23748,98.59191637,Fabricação de produtos alimentícios,7,2015
Brasil,95.76878,108.9628614,Fabricação de produtos alimentícios,12,2022
Brasil,79.4331,107.1739733,Fabricação de produtos alimentícios,2,2015
Brasil,95.50016,106.4374356,Fabricação de produtos alimentícios,4,2018
Brasil,88.38364,102.6456092,Fabricação de produtos alimentícios,1,2022
Brasil,92.4449,104.5072114,Fabricação de produtos alimentícios,1,2023
Brasil,84.63017,101.848716,Fabricação de produtos alimentícios,1,2019
Brasil,83.25727,105.178903,Fabricação de produtos alimentícios,3,2013
Brasil,126.65332,111.6945324,Fabricação de produtos alimentícios,9,2013
Brasil,84.60319,103.5514832,Fabricação de produtos alimentícios,2,2023
Brasil,85.80116,105.4608807,Fabricação de produtos alimentícios,3,2018
Brasil,85.49602,99.01302218,Fabricação de produtos alimentícios,12,2021
Brasil,96.32382,106.2927249,Fabricação de produtos alimentícios,1,2024
Brasil,83.47654,104.2406024,Fabricação de produtos alimentícios,1,2017
Brasil,98.67901,102.1144645,Fabricação de produtos alimentícios,11,2019
Brasil,103.62712,98.58927254,Fabricação de produtos alimentícios,6,2012
Brasil,112.61701,104.3305333,Fabricação de produtos alimentícios,9,2024
Brasil,87.55769,108.2005844,Fabricação de produtos alimentícios,3,2014
Brasil,97.8249,102.8178103,Fabricação de produtos alimentícios,11,2020
Brasil,124.94949,102.2915402,Fabricação de produtos alimentícios,8,2016
Brasil,114.49016,104.7680751,Fabricação de produtos alimentícios,10,2024
Brasil,89.4122,102.5870824,Fabricação de produtos alimentícios,12,2016
Brasil,118.61946,102.5840391,Fabricação de produtos alimentícios,8,2024
Brasil,131.87248,109.5280562,Fabricação de produtos alimentícios,7,2020
Brasil,122.48456,109.8296762,Fabricação de produtos alimentícios,10,2019
Brasil,124.28255,108.346752,Fabricação de produtos alimentícios,7,2012
Brasil,117.58757,103.591658,Fabricação de produtos alimentícios,7,2024
Brasil,84.70325,99.41351701,Fabricação de produtos alimentícios,3,2020
Brasil,75.97032,102.8749755,Fabricação de produtos alimentícios,2,2017
Brasil,81.87982,103.767997,Fabricação de produtos alimentícios,1,2016
Brasil,123.48941,105.2183566,Fabricação de produtos alimentícios,7,2016
Brasil,110.17318,106.3097707,Fabricação de produtos alimentícios,5,2016
Brasil,96.87748,106.058047,Fabricação de produtos alimentícios,4,2025
Brasil,84.75424,98.40015399,Fabricação de produtos alimentícios,12,2020
Brasil,119.75042,103.5682435,Fabricação de produtos alimentícios,9,2014
Brasil,120.43074,99.75936619,Fabricação de produtos alimentícios,7,2019
Brasil,93.09981,105.4018665,Fabricação de produtos alimentícios,12,2024
Brasil,91.55662,106.845167,Fabricação de produtos alimentícios,2,2025
Brasil,129.82191,111.9992102,Fabricação de produtos alimentícios,9,2020
